Order_id,Total_Sale,Quarter_id,Product_SKU,Region,order_size
10251,5756.52,2,S10_2016,NA,Medium
10263,4472,2,S10_2016,NA,Medium
10275,2904.44,3,S10_2016,EMEA,Small
10285,6484.59,3,S10_2016,NA,Medium
10298,3757.26,3,S10_2016,EMEA,Medium
10308,4043.96,4,S10_2016,NA,Medium
10318,5566.5,4,S10_2016,NA,Medium
10329,3176,4,S10_2016,NA,Medium
10339,2756.8,4,S10_2016,Japan,Small
10361,1329.9,4,S10_2016,APAC,Small
10374,5288.01,1,S10_2016,APAC,Medium
10388,2225.5,1,S10_2016,NA,Small
10402,5833.8,2,S10_2016,EMEA,Medium
10417,5887.35,2,S10_2016,EMEA,Medium
10107,6065.55,1,S10_4698,NA,Medium
10120,9264.86,2,S10_4698,APAC,Large
10134,7023.98,3,S10_4698,EMEA,Large
10145,5176.38,3,S10_4698,NA,Medium
10159,4132.7,4,S10_4698,NA,Medium
10168,4183,4,S10_4698,NA,Medium
10180,8892.9,4,S10_4698,EMEA,Large
10188,8714.7,4,S10_4698,EMEA,Large
10201,8065.89,4,S10_4698,NA,Large
10210,6123.4,1,S10_4698,Japan,Medium
10223,9774.03,1,S10_4698,APAC,Large
10237,7023.9,2,S10_4698,NA,Large
10251,7078.23,2,S10_4698,NA,Large
10263,8336.94,2,S10_4698,NA,Large
10275,6901.92,3,S10_4698,EMEA,Medium
10285,5438.07,3,S10_4698,NA,Medium
10299,6683.34,3,S10_4698,EMEA,Medium
10308,4570.4,4,S10_4698,NA,Medium
10318,7667.14,4,S10_4698,NA,Large
10329,5868.2,4,S10_4698,NA,Medium
10339,2990.13,4,S10_4698,Japan,Small
10362,3664.1,1,S10_4698,NA,Medium
10374,3834.38,1,S10_4698,APAC,Medium
10388,1822.17,1,S10_4698,NA,Small
10403,11886.6,2,S10_4698,EMEA,Large
10417,9218.16,2,S10_4698,EMEA,Large
10105,7208,1,S10_4757,EMEA,Large
10119,5004.8,2,S10_4757,EMEA,Medium
10129,4398.24,2,S10_4757,EMEA,Medium
10143,5597.76,3,S10_4757,NA,Medium
10155,4526.08,4,S10_4757,EMEA,Medium
10167,5924.16,4,S10_4757,EMEA,Medium
10178,3492.48,4,S10_4757,EMEA,Medium
10186,3854.24,4,S10_4757,EMEA,Medium
10197,5324.4,4,S10_4757,EMEA,Medium
10209,5197.92,1,S10_4757,NA,Medium
10222,5997.6,1,S10_4757,NA,Medium
10248,2910.4,2,S10_4757,NA,Small
10261,3378.24,2,S10_4757,NA,Medium
10273,3508.8,3,S10_4757,EMEA,Medium
10283,2992,3,S10_4757,NA,Small
10295,3427.2,3,S10_4757,NA,Medium
10307,2692.8,4,S10_4757,NA,Small
10316,4128.96,4,S10_4757,EMEA,Medium
10325,3051.71,4,S10_4757,EMEA,Medium
10337,1201.25,4,S10_4757,NA,Small
10350,1962.22,4,S10_4757,EMEA,Small
10359,2624.64,4,S10_4757,EMEA,Small
10373,4046.25,1,S10_4757,EMEA,Medium
10384,4846.7,1,S10_4757,NA,Medium
10395,3370.56,1,S10_4757,EMEA,Medium
10400,9661.44,2,S10_4757,NA,Large
10414,2764.88,2,S10_4757,NA,Small
10103,5398.26,1,S10_4962,EMEA,Medium
10114,4305.28,2,S10_4962,EMEA,Medium
10126,3347.74,2,S10_4962,EMEA,Medium
10140,3188.12,3,S10_4962,NA,Medium
10150,3191.2,3,S10_4962,Japan,Medium
10164,3536.82,4,S10_4962,EMEA,Medium
10175,5362.83,4,S10_4962,EMEA,Medium
10183,3433.36,4,S10_4962,NA,Medium
10194,4263.74,4,S10_4962,EMEA,Medium
10207,4076.19,4,S10_4962,NA,Medium
10217,7020.48,1,S10_4962,APAC,Large
10229,6426.5,1,S10_4962,NA,Medium
10245,4591.72,2,S10_4962,NA,Medium
10259,4033.38,2,S10_4962,APAC,Medium
10270,4302.08,3,S10_4962,APAC,Medium
10281,7020.64,3,S10_4962,NA,Large
10291,3855.9,3,S10_4962,EMEA,Medium
10305,6680.78,4,S10_4962,NA,Medium
10313,6678,4,S10_4962,NA,Medium
10322,2851.54,4,S10_4962,NA,Small
10334,3188.12,4,S10_4962,EMEA,Medium
10347,4428,4,S10_4962,APAC,Medium
10357,5780.92,4,S10_4962,NA,Medium
10370,2297.05,1,S10_4962,APAC,Small
10381,6231.54,1,S10_4962,NA,Medium
10391,1735.3,1,S10_4962,APAC,Small
10411,4427.73,2,S10_4962,NA,Medium
10425,5894.94,2,S10_4962,EMEA,Medium
10108,5265.15,1,S12_1099,Japan,Medium
10122,7599.9,2,S12_1099,EMEA,Large
10135,8008.56,3,S12_1099,NA,Large
10147,9245.76,3,S12_1099,NA,Large
10159,8296.35,4,S12_1099,NA,Large
10169,5019.9,4,S12_1099,APAC,Medium
10181,5411.07,4,S12_1099,EMEA,Medium
10191,3840.9,4,S12_1099,EMEA,Medium
10203,3930.4,4,S12_1099,EMEA,Medium
10211,7498.9,1,S12_1099,EMEA,Large
10225,4517.91,1,S12_1099,EMEA,Medium
10238,5774.72,2,S12_1099,EMEA,Medium
10253,3922.56,2,S12_1099,EMEA,Medium
10266,9160.36,3,S12_1099,EMEA,Large
10276,9631,3,S12_1099,NA,Large
10287,3432.24,3,S12_1099,EMEA,Medium
10300,5521.89,4,S12_1099,EMEA,Medium
10310,6934.62,4,S12_1099,EMEA,Medium
10320,6876.11,4,S12_1099,EMEA,Medium
10329,2930.27,4,S12_1099,NA,Small
10341,3584.25,4,S12_1099,EMEA,Medium
10363,2817.87,1,S12_1099,EMEA,Small
10375,3420,1,S12_1099,EMEA,Medium
10389,2575.04,1,S12_1099,EMEA,Small
10419,1961.28,2,S12_1099,EMEA,Small
10105,8690.36,1,S12_1108,EMEA,Large
10117,6034.38,2,S12_1108,Japan,Medium
10127,11279.2,2,S12_1108,NA,Large
10142,8023.29,3,S12_1108,NA,Large
10153,4904,3,S12_1108,EMEA,Medium
10165,8594.52,4,S12_1108,Japan,Large
10176,7474.5,4,S12_1108,EMEA,Large
10185,3883.74,4,S12_1108,NA,Medium
10196,8887.7,4,S12_1108,NA,Large
10208,8602.92,1,S12_1108,EMEA,Large
10220,7181.44,1,S12_1108,EMEA,Large
10231,8378.58,1,S12_1108,EMEA,Large
10247,10606.2,2,S12_1108,EMEA,Large
10272,5818.4,3,S12_1108,NA,Medium
10282,7071.27,3,S12_1108,NA,Large
10293,8411.56,3,S12_1108,EMEA,Large
10306,6570.76,4,S12_1108,EMEA,Medium
10314,7975.44,4,S12_1108,EMEA,Large
10325,2688,4,S12_1108,EMEA,Small
10336,1888.26,4,S12_1108,EMEA,Small
10348,2513.28,4,S12_1108,EMEA,Small
10359,4764.48,4,S12_1108,EMEA,Medium
10371,3560.64,1,S12_1108,NA,Medium
10382,3823.64,1,S12_1108,NA,Medium
10395,2280.96,1,S12_1108,EMEA,Small
10413,8677.8,2,S12_1108,NA,Large
10103,3394.98,1,S12_1666,EMEA,Medium
10113,3415.44,1,S12_1666,NA,Medium
10126,2439.57,2,S12_1666,EMEA,Small
10140,4829.8,3,S12_1666,NA,Medium
10150,4100.1,3,S12_1666,Japan,Medium
10164,6563.06,4,S12_1666,EMEA,Medium
10174,6817.22,4,S12_1666,APAC,Medium
10183,6163.94,4,S12_1666,NA,Medium
10194,4933.92,4,S12_1666,EMEA,Medium
10206,4056.36,4,S12_1666,NA,Medium
10216,5759.42,1,S12_1666,EMEA,Medium
10229,3451,1,S12_1666,NA,Medium
10245,5920.4,2,S12_1666,NA,Medium
10258,6668.24,2,S12_1666,Japan,Medium
10270,4094.72,3,S12_1666,APAC,Medium
10281,2938.5,3,S12_1666,NA,Small
10291,6387.8,3,S12_1666,EMEA,Medium
10304,6396,4,S12_1666,EMEA,Medium
10313,2669.1,4,S12_1666,NA,Small
10322,4784.13,4,S12_1666,NA,Medium
10333,3273.93,4,S12_1666,NA,Medium
10347,3586.43,4,S12_1666,APAC,Medium
10357,5960.36,4,S12_1666,NA,Medium
10370,8470.14,1,S12_1666,APAC,Large
10381,2952,1,S12_1666,NA,Small
10391,2464.8,1,S12_1666,APAC,Small
10411,6232,2,S12_1666,NA,Medium
10424,7969.36,2,S12_1666,EMEA,Large
10107,3036.6,1,S12_2823,NA,Medium
10121,8284,2,S12_2823,EMEA,Large
10134,2711.2,3,S12_2823,EMEA,Small
10145,8339.8,3,S12_2823,NA,Large
10159,6238.84,4,S12_2823,NA,Medium
10169,4639.25,4,S12_2823,APAC,Medium
10180,6747.6,4,S12_2823,EMEA,Medium
10189,4512.48,4,S12_2823,NA,Medium
10201,4029,4,S12_2823,NA,Medium
10211,4771.8,1,S12_2823,EMEA,Medium
10224,6087.94,1,S12_2823,EMEA,Medium
10237,4193.28,2,S12_2823,NA,Medium
10251,7552.28,2,S12_2823,NA,Large
10263,6434.4,2,S12_2823,NA,Medium
10276,5181.5,3,S12_2823,NA,Medium
10285,6863.92,3,S12_2823,NA,Medium
10299,4157.04,3,S12_2823,EMEA,Medium
10309,4660.24,4,S12_2823,EMEA,Medium
10319,4111.8,4,S12_2823,NA,Medium
10329,3542.64,4,S12_2823,NA,Medium
10341,8118.55,4,S12_2823,EMEA,Large
10362,3877.06,1,S12_2823,NA,Medium
10375,3867.08,1,S12_2823,EMEA,Medium
10388,5951.44,1,S12_2823,NA,Medium
10403,8648.64,2,S12_2823,EMEA,Large
10417,3447.78,2,S12_2823,EMEA,Medium
10104,5958.5,1,S12_3148,EMEA,Medium
10117,5911.64,2,S12_3148,Japan,Medium
10127,7366.44,2,S12_3148,NA,Large
10142,4985.64,3,S12_3148,NA,Medium
10153,5393.64,3,S12_3148,EMEA,Medium
10165,4880.02,4,S12_3148,Japan,Medium
10176,8378.69,4,S12_3148,EMEA,Large
10185,4038.21,4,S12_3148,NA,Medium
10196,3807.12,4,S12_3148,NA,Medium
10208,3142.36,1,S12_3148,EMEA,Medium
10220,4713.6,1,S12_3148,EMEA,Medium
10230,7016.31,1,S12_3148,EMEA,Large
10247,4381.25,2,S12_3148,EMEA,Medium
10272,4283.01,3,S12_3148,NA,Medium
10282,4364.82,3,S12_3148,NA,Medium
10293,4242.24,3,S12_3148,EMEA,Medium
10306,4982.7,4,S12_3148,EMEA,Medium
10314,6393.54,4,S12_3148,EMEA,Medium
10324,1466.91,4,S12_3148,NA,Small
10336,4059.33,4,S12_3148,EMEA,Medium
10348,4801.52,4,S12_3148,EMEA,Medium
10358,2711.66,4,S12_3148,EMEA,Small
10372,5862,1,S12_3148,Japan,Medium
10382,4071.85,1,S12_3148,NA,Medium
10413,8236.75,2,S12_3148,NA,Large
10108,6130.35,1,S12_3380,Japan,Medium
10122,3693.34,2,S12_3380,EMEA,Medium
10135,6031.68,3,S12_3380,NA,Medium
10147,3494.94,3,S12_3380,NA,Medium
10160,5294.14,4,S12_3380,NA,Medium
10170,5464.69,4,S12_3380,EMEA,Medium
10181,2860.76,4,S12_3380,EMEA,Small
10191,5590,4,S12_3380,EMEA,Medium
10203,2254.8,4,S12_3380,EMEA,Small
10212,4946.76,1,S12_3380,EMEA,Medium
10225,2495.5,1,S12_3380,EMEA,Small
10238,3167.38,2,S12_3380,EMEA,Medium
10253,2402.84,2,S12_3380,EMEA,Small
10266,2454.54,3,S12_3380,EMEA,Small
10276,5464.69,3,S12_3380,NA,Medium
10287,4756.5,3,S12_3380,EMEA,Medium
10300,3984.6,4,S12_3380,EMEA,Medium
10310,3100.32,4,S12_3380,EMEA,Medium
10320,4850.3,4,S12_3380,EMEA,Medium
10329,3846.98,4,S12_3380,NA,Medium
10341,4220.92,4,S12_3380,EMEA,Medium
10363,3288.82,1,S12_3380,EMEA,Medium
10376,3987.2,1,S12_3380,NA,Medium
10389,1809.5,1,S12_3380,EMEA,Small
10419,1092.2,2,S12_3380,EMEA,Small
10105,4566.05,1,S12_3891,EMEA,Medium
10117,5938.14,2,S12_3891,Japan,Medium
10127,8138.76,2,S12_3891,NA,Large
10142,9470.94,3,S12_3891,NA,Large
10153,7036.89,3,S12_3891,EMEA,Large
10165,5559.03,4,S12_3891,Japan,Medium
10176,7872.5,4,S12_3891,EMEA,Large
10185,7886.2,4,S12_3891,NA,Large
10196,7232.16,4,S12_3891,NA,Large
10208,3114.4,1,S12_3891,EMEA,Medium
10220,5045.22,1,S12_3891,EMEA,Medium
10231,6952.12,1,S12_3891,EMEA,Medium
10247,4157.73,2,S12_3891,EMEA,Medium
10272,7962.24,3,S12_3891,NA,Large
10282,3778.8,3,S12_3891,NA,Medium
10293,8253,3,S12_3891,EMEA,Large
10306,3633.4,4,S12_3891,EMEA,Medium
10314,6913.8,4,S12_3891,EMEA,Medium
10325,2583.6,4,S12_3891,EMEA,Small
10336,3105.62,4,S12_3891,EMEA,Medium
10349,4408.56,4,S12_3891,NA,Medium
10359,3042.41,4,S12_3891,EMEA,Medium
10372,5941.5,1,S12_3891,Japan,Medium
10382,3241.9,1,S12_3891,NA,Medium
10396,6109.29,1,S12_3891,NA,Medium
10413,3387.78,2,S12_3891,NA,Medium
10108,3485.82,1,S12_3990,Japan,Medium
10122,2042.88,2,S12_3990,EMEA,Small
10135,1800.24,3,S12_3990,NA,Small
10147,1340.64,3,S12_3990,NA,Small
10159,1762.08,4,S12_3990,NA,Small
10169,2298.24,4,S12_3990,APAC,Small
10181,1628,4,S12_3990,EMEA,Small
10191,1939.2,4,S12_3990,EMEA,Small
10203,3651.56,4,S12_3990,EMEA,Medium
10211,2591.96,1,S12_3990,EMEA,Small
10225,2864.17,1,S12_3990,EMEA,Small
10238,1484.2,2,S12_3990,EMEA,Small
10253,2254.25,2,S12_3990,EMEA,Small
10266,2681.35,3,S12_3990,EMEA,Small
10276,3184.02,3,S12_3990,NA,Medium
10287,2846.63,3,S12_3990,EMEA,Small
10300,1685.42,4,S12_3990,EMEA,Small
10310,3988.6,4,S12_3990,EMEA,Medium
10320,2789.96,4,S12_3990,EMEA,Small
10329,3607.56,4,S12_3990,NA,Medium
10341,3368.16,4,S12_3990,EMEA,Medium
10363,2775.08,1,S12_3990,EMEA,Small
10377,1627.92,1,S12_3990,EMEA,Small
10389,2529.36,1,S12_3990,EMEA,Small
10419,3065.78,2,S12_3990,EMEA,Medium
10104,4615.78,1,S12_4473,EMEA,Medium
10115,5723.78,2,S12_4473,NA,Medium
10127,2559.6,2,S12_4473,NA,Small
10141,2140.11,3,S12_4473,EMEA,Small
10151,3327.6,3,S12_4473,EMEA,Medium
10165,6825.6,4,S12_4473,Japan,Medium
10175,3543.28,4,S12_4473,EMEA,Medium
10184,4516.22,4,S12_4473,EMEA,Medium
10195,6445.46,4,S12_4473,NA,Medium
10207,3384.36,4,S12_4473,NA,Medium
10219,4891.68,1,S12_4473,NA,Medium
10229,4521.96,1,S12_4473,NA,Medium
10246,5069.66,2,S12_4473,EMEA,Medium
10259,6541.2,2,S12_4473,APAC,Medium
10271,3012.27,3,S12_4473,NA,Medium
10281,5247.18,3,S12_4473,NA,Medium
10292,2214.87,3,S12_4473,NA,Small
10305,4773.18,4,S12_4473,NA,Medium
10314,6185.7,4,S12_4473,EMEA,Medium
10324,1517.88,4,S12_4473,NA,Small
10336,6372.6,4,S12_4473,EMEA,Medium
10349,5232.96,4,S12_4473,NA,Medium
10358,2694.72,4,S12_4473,EMEA,Small
10371,1749.79,1,S12_4473,NA,Small
10382,2130.56,1,S12_4473,NA,Small
10412,5951.34,2,S12_4473,EMEA,Medium
10425,4692.6,2,S12_4473,EMEA,Medium
10108,3731.04,1,S12_4675,Japan,Medium
10122,2142,2,S12_4675,EMEA,Small
10135,2838.81,3,S12_4675,NA,Small
10147,3230.37,3,S12_4675,NA,Medium
10160,5182,4,S12_4675,NA,Medium
10170,4391.1,4,S12_4675,EMEA,Medium
10181,4477.32,4,S12_4675,EMEA,Medium
10192,3544.56,4,S12_4675,NA,Medium
10203,5195.85,4,S12_4675,EMEA,Medium
10212,4180.44,1,S12_4675,EMEA,Medium
10225,2684.43,1,S12_4675,EMEA,Small
10239,1958.88,2,S12_4675,EMEA,Small
10253,4910.57,2,S12_4675,EMEA,Medium
10266,4468.4,3,S12_4675,EMEA,Medium
10277,3127.88,3,S12_4675,Japan,Medium
10287,2675.13,3,S12_4675,EMEA,Small
10300,2807.61,4,S12_4675,EMEA,Small
10310,2504.75,4,S12_4675,EMEA,Small
10321,2984.88,4,S12_4675,NA,Small
10329,2524.86,4,S12_4675,NA,Small
10341,4136,4,S12_4675,EMEA,Medium
10363,4068.7,1,S12_4675,EMEA,Medium
10377,5182,1,S12_4675,EMEA,Medium
10389,5243.79,1,S12_4675,EMEA,Medium
10405,9048.16,2,S12_4675,EMEA,Large
10419,3832.64,2,S12_4675,EMEA,Medium
10103,3920,1,S18_1097,EMEA,Medium
10113,4916.66,1,S18_1097,NA,Medium
10126,3857,2,S18_1097,EMEA,Medium
10140,4181.44,3,S18_1097,NA,Medium
10150,4641,3,S18_1097,Japan,Medium
10164,3570.12,4,S18_1097,EMEA,Medium
10174,4480.32,4,S18_1097,APAC,Medium
10183,2033.64,4,S18_1097,NA,Small
10194,1960.14,4,S18_1097,EMEA,Small
10206,3966.78,4,S18_1097,NA,Medium
10215,5152,1,S18_1097,NA,Medium
10228,3360,1,S18_1097,NA,Medium
10245,3451,2,S18_1097,NA,Medium
10258,5453,2,S18_1097,Japan,Medium
10270,4164.12,3,S18_1097,APAC,Medium
10280,2800.08,3,S18_1097,EMEA,Small
10291,4687.94,3,S18_1097,EMEA,Medium
10304,4508,4,S18_1097,EMEA,Medium
10312,4181.44,4,S18_1097,NA,Medium
10322,2251.04,4,S18_1097,NA,Small
10333,1167.25,4,S18_1097,NA,Small
10347,2083.2,4,S18_1097,APAC,Small
10357,3822,4,S18_1097,NA,Medium
10370,3911.49,1,S18_1097,APAC,Medium
10381,4704,1,S18_1097,NA,Medium
10391,2467.9,1,S18_1097,APAC,Small
10411,3213,2,S18_1097,NA,Medium
10424,7182,2,S18_1097,EMEA,Large
10109,4379.18,1,S18_1129,NA,Medium
10122,5004.8,2,S18_1129,EMEA,Medium
10136,3644.75,3,S18_1129,EMEA,Medium
10148,2702.04,3,S18_1129,APAC,Small
10161,3764.88,4,S18_1129,EMEA,Medium
10171,4508,4,S18_1129,NA,Medium
10181,5418.16,4,S18_1129,EMEA,Medium
10192,3300.66,4,S18_1129,NA,Medium
10204,6182.4,4,S18_1129,NA,Medium
10212,4186.73,1,S18_1129,EMEA,Medium
10225,4529.28,1,S18_1129,EMEA,Medium
10240,5628.89,2,S18_1129,Japan,Medium
10253,3054.48,2,S18_1129,EMEA,Medium
10266,2526.51,3,S18_1129,EMEA,Small
10278,4667.86,3,S18_1129,NA,Medium
10287,6499.32,3,S18_1129,EMEA,Medium
10301,5917.78,4,S18_1129,EMEA,Medium
10310,6231.91,4,S18_1129,EMEA,Medium
10321,5803.14,4,S18_1129,NA,Medium
10331,6434.02,4,S18_1129,NA,Medium
10342,6454.4,4,S18_1129,APAC,Medium
10356,4196.8,4,S18_1129,EMEA,Medium
10365,2611.8,1,S18_1129,NA,Small
10377,5895.05,1,S18_1129,EMEA,Medium
10390,3375.72,1,S18_1129,NA,Medium
10406,8374.69,2,S18_1129,EMEA,Large
10419,4464.24,2,S18_1129,EMEA,Medium
10102,4808.31,1,S18_1342,NA,Medium
10111,3288.78,1,S18_1342,NA,Medium
10125,3254.72,2,S18_1342,APAC,Medium
10139,3184.94,3,S18_1342,APAC,Medium
10149,5907.5,3,S18_1342,NA,Medium
10162,4389.12,4,S18_1342,NA,Medium
10173,5036.16,4,S18_1342,EMEA,Medium
10182,2183.25,4,S18_1342,NA,Small
10193,3106.88,4,S18_1342,APAC,Medium
10205,3735.72,4,S18_1342,EMEA,Medium
10215,2413.26,1,S18_1342,NA,Small
10227,2953.75,1,S18_1342,EMEA,Small
10244,4684.8,2,S18_1342,EMEA,Medium
10256,3248.7,2,S18_1342,EMEA,Medium
10280,5239.5,3,S18_1342,EMEA,Medium
10289,4567.98,3,S18_1342,EMEA,Medium
10304,3535.35,4,S18_1342,EMEA,Medium
10312,3843.34,4,S18_1342,NA,Medium
10322,3710.9,4,S18_1342,NA,Medium
10332,4375.98,4,S18_1342,EMEA,Medium
10346,1516.62,4,S18_1342,NA,Small
10356,2509,4,S18_1342,EMEA,Small
10369,9240.44,1,S18_1342,NA,Large
10380,2515.32,1,S18_1342,EMEA,Small
10391,5548.9,1,S18_1342,APAC,Medium
10422,4873.05,2,S18_1342,NA,Medium
10102,2055.74,1,S18_1367,NA,Small
10111,2354.88,1,S18_1367,NA,Small
10126,2309.58,2,S18_1367,EMEA,Small
10139,2113.37,3,S18_1367,APAC,Small
10149,1746.6,3,S18_1367,NA,Small
10162,2304.45,4,S18_1367,NA,Small
10173,2122.08,4,S18_1367,EMEA,Small
10182,1742.4,4,S18_1367,NA,Small
10193,2455.02,4,S18_1367,APAC,Small
10205,3053.28,4,S18_1367,EMEA,Medium
10215,1423.29,1,S18_1367,NA,Small
10227,1504.12,1,S18_1367,EMEA,Small
10244,1164.4,2,S18_1367,EMEA,Small
10256,1500.75,2,S18_1367,EMEA,Small
10280,1557.36,3,S18_1367,EMEA,Small
10289,1345.68,3,S18_1367,EMEA,Small
10304,1795.24,4,S18_1367,EMEA,Small
10312,1105.25,4,S18_1367,NA,Small
10322,2364.88,4,S18_1367,NA,Small
10332,2427.03,4,S18_1367,EMEA,Small
10347,1237.95,4,S18_1367,APAC,Small
10356,1593.02,4,S18_1367,EMEA,Small
10369,3156.16,1,S18_1367,NA,Medium
10381,1320.75,1,S18_1367,NA,Small
10391,4998,1,S18_1367,APAC,Medium
10422,1293.75,2,S18_1367,NA,Small
10110,5433.08,1,S18_1589,EMEA,Medium
10123,3073.72,2,S18_1589,EMEA,Medium
10137,4380.2,3,S18_1589,EMEA,Medium
10148,5848.68,3,S18_1589,APAC,Medium
10161,6153.73,4,S18_1589,EMEA,Medium
10172,4965.24,4,S18_1589,NA,Medium
10181,5435.64,4,S18_1589,EMEA,Medium
10192,4258.36,4,S18_1589,NA,Medium
10204,4032,4,S18_1589,NA,Medium
10212,4492.36,1,S18_1589,EMEA,Medium
10226,4161.38,1,S18_1589,NA,Medium
10241,2508.66,2,S18_1589,EMEA,Small
10253,3374.88,2,S18_1589,EMEA,Medium
10266,5196.6,3,S18_1589,EMEA,Medium
10278,2604.52,3,S18_1589,NA,Small
10288,2936.8,3,S18_1589,APAC,Small
10301,3424.64,4,S18_1589,EMEA,Medium
10311,2923.2,4,S18_1589,EMEA,Small
10321,4489.76,4,S18_1589,NA,Medium
10331,4849.24,4,S18_1589,NA,Medium
10343,5848.92,4,S18_1589,EMEA,Medium
10367,2758.7,1,S18_1589,NA,Small
10378,1449.76,1,S18_1589,EMEA,Small
10407,7048.14,2,S18_1589,NA,Large
10419,5202.94,2,S18_1589,EMEA,Medium
10106,5279.4,1,S18_1662,EMEA,Medium
10119,6916.12,2,S18_1662,EMEA,Medium
10131,2781.66,2,S18_1662,NA,Small
10143,5248,3,S18_1662,NA,Medium
10155,6531.44,4,S18_1662,EMEA,Medium
10167,5763.72,4,S18_1662,EMEA,Medium
10178,6490.68,4,S18_1662,EMEA,Medium
10186,6004.8,4,S18_1662,EMEA,Medium
10198,7483.98,4,S18_1662,Japan,Large
10210,5719.5,1,S18_1662,Japan,Medium
10222,6954.08,1,S18_1662,NA,Medium
10250,8160.3,2,S18_1662,NA,Large
10262,6567.96,2,S18_1662,EMEA,Medium
10274,6724,3,S18_1662,NA,Medium
10284,5747.85,3,S18_1662,EMEA,Medium
10296,5676.84,3,S18_1662,EMEA,Medium
10307,7379.97,4,S18_1662,NA,Large
10316,3704.13,4,S18_1662,EMEA,Medium
10327,2804.75,4,S18_1662,EMEA,Small
10338,5624.79,4,S18_1662,EMEA,Medium
10351,3881.28,4,S18_1662,EMEA,Medium
10373,1611.4,1,S18_1662,EMEA,Small
10386,1364.25,1,S18_1662,EMEA,Small
10398,4215.09,1,S18_1662,EMEA,Medium
10400,6433.82,2,S18_1662,NA,Medium
10416,4352.16,2,S18_1662,EMEA,Medium
10100,5151,1,S18_1749,NA,Medium
10110,6069,1,S18_1749,EMEA,Medium
10124,2856,2,S18_1749,NA,Small
10149,5375.4,3,S18_1749,NA,Medium
10162,5176.5,4,S18_1749,NA,Medium
10173,3508.8,4,S18_1749,EMEA,Medium
10182,7554.8,4,S18_1749,NA,Large
10193,3141.6,4,S18_1749,APAC,Medium
10204,5890.5,4,S18_1749,NA,Medium
10214,5967,1,S18_1749,EMEA,Medium
10227,3712.8,1,S18_1749,EMEA,Medium
10241,7597.3,2,S18_1749,EMEA,Large
10280,3668.6,3,S18_1749,EMEA,Medium
